UPC,Title,Description,Size,Count,Container,Dimensions,Claims,Source_Name,Breadcrumbs,Price,Image_URL,Source_Identifier
028400005937,"Lays Potato Chips, Classic","0 grams trans fat. Still made with all natural oil. We grow the best snacks on Earth. No preservatives.
",3.75 oz,1,bag,,,MASKED,,,,
028400006132,"Lay's Potato Crisps, Hot 'n Spicy Barbeque Flavored 5.5 oz","Gluten Free. Lay's Stax are the ultimate way to recharge! Lay's Stax Hot'n Spicy Barbecue potato crisps give you the full flavor and crispy crunch that adds great taste to your busy day. Enjoy Lay's Stax crisps at the office, around the house, or wherever you are! Questions or comments? 1-800-352-4477. Weekdays 9:00am to 4:30pm Central Time. Please recycle. Made in Mexico.
",5.5 oz,1,can,,Gluten-Free; Recyclable,MASKED,,,,
028400006323,"Lays Potato Chips, Barbecue Flavored","0 grams trans fat. Good fun! Still made with all natural oil. We grow the best snacks on Earth.
",3.75 oz,1,bag,,,MASKED,,,,
028400006330,"Lays Potato Chips, Sour Cream & Onion Flavored","0 grams trans fat. Good fun! Still made with all natural oil. We grow the best snacks on Earth.
",3.75 oz,1,bag,,,MASKED,,,,
028400006347,"Lays Potato Chips, Wavy, Original","0 grams trans fat. Good fun! Still made with all natural oil. We grow the best snacks on Earth. No preservatives.
",3.75 oz,1,bag,,Trans-Fat-Free; All Natural Oil; No Preservatives,MASKED,,,,
028400006972,Lay's® Flamin' Hot Potato Chips 2.88 oz. Bag,"Wherever celebrations and good times happen, the LAY'S brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a chip or crisp flavor guaranteed to bring a smile on your face.
",2.88 oz,1,bag,,,MASKED,,,,
028400007153,Lay's Dip Creations Country Ranch Seasoning Mix 1 Oz Packet,"LAYS DIP MIX RANCH
",1 oz,1,packet,,,MASKED,,,,
028400007177,Lays Fr Onion Dry,"LAYS DIP MIX FRENCH ONION
",1 oz,1,mix,,,MASKED,,,,
028400007641,Lay's LAYS CAJUN HERB/SPICE 1.88 OZ,"LAYS CAJUN HERB/SPICE
",1.88 oz,1,bag,,,MASKED,,,,
028400007658,"Lays Potato Chips, Garden Tomato & Basil","Flavored potato chips. 0 g trans fat. Guaranteed fresh until printed date. Taste the inspiration. Naturally delicious. It all starts with farm-grown potatoes - cooked in all natural oil with a dash of salt per 1 oz serving. Then our chefs add a delicious blend of all natural seasonings for the just-picked flavor of ripe garden tomato & basil. So every Lay's potato chip is perfectly crispy and delicious. Happiness in every bite. Made with all natural ingredients.
",1.87 oz,1,bag,,All Natural; Trans-Fat-Free,MASKED,,,,
028400007986,"Lays Potato Chips, Pepper Relish Flavored","Made with all natural potatoes and seasonings. Happiness is made with the highest quality potatoes and all natural seasonings.
",10.5 oz,1,bag,,,MASKED,,,,
028400008266,"Lays Potato Chips, Tangy Carolina Flavored","Made with all natural potatoes and seasonings. Happiness is made with the highest quality potatoes and all natural seasonings.
",10.5 oz,1,bag,,,MASKED,,,,
028400008358,"Lays Potato Chips, Garden Tomato & Basil Flavored","Made with all natural potatoes and seasonings. Happiness is made with the highest quality potatoes and all natural seasonings.
",10.5 oz,1,bag,,,MASKED,,,,
028400008617,"Lay's® Barbecue Flavored Potato Chips, 1 oz","Wherever celebrations and good times happen, the LAY'S brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a chip or crisp flavor guaranteed to bring a smile on your face. KOSHER Pair with a school or work lunch Barbecue seasoning adds even more flavor to the LAYS chips you love Delicious LAY'S crunchy snack No Artificial Flavors",1 oz,1,bag,,Kosher Certified; No Artificial Flavors,MASKED,Snacks & Candy > Chips & Pretzels,,,45299
028400008617,"Lay's® Barbecue Flavored Potato Chips, 1 oz","Wherever celebrations and good times happen, the LAY'S brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a chip or crisp flavor guaranteed to bring a smile on your face. KOSHER Pair with a school or work lunch Barbecue seasoning adds even more flavor to the LAYS chips you love Delicious LAY'S crunchy snack No Artificial Flavors",1 oz,1,bag,,Kosher Certified; No Artificial Flavors,Kroger,"Snacks > Checkout, Grab & Go > Single Serve Snacks > Chips",,https://www.kroger.com/product/images/medium/front/0002840000861,0002840000861
028400009447,Lay's Potato Chips Classic Family Size,"Lay's Brand Potato Chips Classic Family Size .
Made with all Natural Ingredients.
No MSG - No Preservatives.
No Artificial Flavors.
0 grams trans fat.
Guaranteed fresh until printed date.
See nutrition facts for saturated fat info.
Fritolay , Good Fun. Naturally Delicious.
It all starts with farm-grown potatoes - cooked in all natural oil with a dash of salt.
So every Lay's potato chip is perfectly crispy and full of fresh potato taste.
Happiness in Every Bite.
No preservatives. No artificial flavors.
No MSG. 0g trans fat. 
Made with all natural potatoes, oil and salt.
GF, gluten free.
Guaranteed fresh until printed date or this snack's on us.
Questions or comments 1-800-352-4477 weekday 9:00am to 4:30pm Central Time.
Visit our website @ fritolay.com.
2007 Frito-Lay, North America, Inc.
",,1,bag,,MSG-Free; No Preservatives; No Artificial Flavors; Trans-Fat-Free; Gluten-Free; All Natural,MASKED,,,,
028400009454,Lay Wavy Party,"LAYS WAVY ORIGINAL FAMILY SIZE
",14.5 oz,1,bag,,,MASKED,,,,
028400009461,Lay's Family Size Barbecue Flavored Potato Chips,"LAYS BARBECUE
",14 oz,1,bag,,,MASKED,,,,
028400009478,Lay's Family Size Sour Cream & Onion Flavored Potato Chips,"Lay's Brands Family Size Sour Cream & Onion Flavored Potato Chips.
0 grams trans fat.
See nutrition facts for saturated fat info.
Guaranteed fresh.
No MSG- no Preservatives.
No artificial flavors.
Made with all natural ingredients.
Questions or comments 1-800-352-4477.
Guaranteed fresh.
Until printed date or this snack's on us.
Weekdays 9:00 A.M to 4:30 P.M central time.
2007 Frito-Lay, North America, Inc.
Visit our website@fritolay.com.
FritoLay.
Good fun!.
Naturally delicious.
It all starts with farm-grown potatoes cooked in all natural oil with a dash of salt. Then we add the tang of all natural sour cream and mild onions. So every Lay's potato chip is perfectly crispy and delicious. Happiness in Every Biter.
No artificial flavors.
No preservatives.
No MSG.
0g trans fat.
Made with all natural potatoes and seasonings.
",14 oz,1,bag,,Trans-Fat-Free; MSG-Free; No Preservatives; No Artificial Flavors; All Natural,MASKED,,,,
028400009584,LAY'S KCM,"Once you experience the first perfectly crisp chip from a freshly opened bag of Lay's Potato Chips, you'll understand why no one can eat just one! So go ahead, grab a bag, pop it open and enjoy the fresh and crispy taste that has made Lay's brand America's favorite potato chip for more than 60 years.
",20 oz,1,bag,,,MASKED,,,,
028400009591,LAYS BIG BAG,"Super size. 0 grams trans fat. Once you experience the first perfectly crisp chip from a freshly opened bag of Lay's Potato Chips, you'll understand why no one can eat just one! So go ahead, grab a bag, pop it open and enjoy the fresh and crispy taste that could only come from Lay's brand. Lays Potato Chips, so irresistibly crispy - betcha can't eat just one. Judged Best Taste Award winner among leading classic-style potato chips by professional chefs of American Culinary ChefsBest. No preservatives.
",20 oz,1,bag,,Trans-Fat-Free; No Preservatives,MASKED,,,,
028400009614,Lvl Lays Blt,"LAYS BLT
",1.875 oz,1,bag,,,MASKED,,,,
028400009621,LAY'S WAVY SUPER SIZ,"Super Size. No Preservatives. Once you experience the first irresistible chip from a freshly opened bag, you'll understand why no one can eat just one. Lay's Wavy Potato Chips add a new dimension to your favorite chips. Lay's Wavy Potato Chips have wide ridges, making them perfect for holding more of your favorite dip with each delicious bite.
",20 oz,1,bag,,No Preservatives,MASKED,,,,
028400009638,Lay's® Classic BLT Potato Chips 2.875 oz. Bag,"LAYS BLT
",2.875 oz,1,bag,,,MASKED,,,,
028400009645,LAYS SC+ON CHIPS,"Now even crispier! Artificially flavored. Lay's Potato Chips are now even crispier and more irresistible than ever! Once you experience the first perfectly crisp chip from a freshly opened bag of Lay's Potato Chips, you'll understand why no one can eat just one! So go ahead, grab a bag, pop it open and enjoy the fresh and crispy taste that has made Lay's brand America's favorite potato chip for more than 60 years.
",20 oz,1,bag,,,MASKED,,,,
028400009676,LAYS,"Rold Gold brand Pretzels are the perfect snack for your active lifestyle. They're great wherever you go - at work, at play, in your car, or whatever you want a quick, crunchy snack. They're so munchable, you just won't want to stop eating them! We take enriched wheat flour and bake it in the old world tradition so you get the healthy texture and flavor you love. Rold Gold brand pretzels are great to share when you're relaxing with friends. They taste great with your favorite beverage or right out of the bag, or try something new - dip Rold Gold brand Pretzels into your favorite mustard, peanut butter, or melted chocolate. They're great any time. No preservatives.
",10 oz,1,bag,,,MASKED,,,,
028400009737,Wavy Lays,"0 grams trans fat. No preservatives. Still made with all natural oil. We grow the best snacks on earth.
",5.5 oz,1,bag,,Trans-Fat-Free; No Preservatives; All Natural Oil,MASKED,,,,
028400009768,Salt & Vinegar L,"0 grams trans fat. No MSG - no preservatives. No artificial flavors. Made with all natural ingredients. Good fun! Naturally delicious. It all starts with farm-grown potatoes - cooked in all natural oil with a dash of salt. Then we add just the right balance of tangy, all natural vinegar. So every Lay's potato chip is perfectly crispy and delicious. Happiness in every bite. No artificial flavors. No preservatives. No MSG. 0 g trans fat. Made with all natural potatoes and seasonings.
",5.25 oz,1,bag,,MSG-Free; No Preservatives; No Artificial Flavors; All Natural; Trans-Fat-Free,MASKED,,,,
028400009775,"Lays Potato Chips, Kettle Cooked, Crinkle Cut, Original","Made with all natural potatoes and seasoning. 0 grams trans fat. Delicious, naturally. Start with farm-grown potatoes, cut into waves that hold up to thick dips. Kettle cook 'em in small batches until they're extra-crunchy and crisp. And let the pure simple goodness of all-natural ingredients shine. Lay's Kettle Cooked potato chips - a louder kind of crunch. No preservatives.
",8.5 oz,1,bag,,All Natural; No Preservatives; Trans-Fat-Free,MASKED,,,,
028400009812,F/LAYS CLASS,,2.75 oz,1,bag,,,MASKED,,,,
028400009836,"Lays Potato Chips, Salt & Vinegar, Pre-Priced","Artificially flavored.
",2.75 oz,1,bag,,,MASKED,,,,
028400009928,"Lays Cracker Barrel Potato Chips, Sharp Cheddar, Pre-Priced","When you asked for a potato chip with the taste of real cheddar, we knew that taste could only come from award winning Cracker Barrel Cheese. By combining irresistible Lay's brand Potato Chips with the perfectly sharp taste of Cracker Barrel Sharp Cheddar Cheese, we created a potato chip that delivers the authentic cheese taste you love. Lay's brand Potato Chip and Cracker Barrel Sharp Cheddar Cheese - the perfect recipe of delicious potato chips with a great sharp cheddar taste.
",2.75 oz,1,bag,,,MASKED,,,,
028400010467,"Lays Potato Chips, Kettle Cooked, Crinkle Cut, Spice Rubbed BBQ","0 grams trans fat. Made with all natural potatoes and seasoning. Delicious, naturally. You'll taste the smooth rich flavors of dry-rubbed barbecue in these flavorful chips. We start with farm-grown potatoes, cut into waves that hold up to thick dips. Kettle cook 'em in small batches until they're extra-crunchy and crisp. And let the pure simple goodness of all-natural ingredients shine. Lay's Kettle Cooked potato chips - a louder kind of crunch.
",8.5 oz,1,bag,,Trans-Fat-Free; All Natural,MASKED,,,,
028400010634,"Lays Potato Chips, Kettle Cooked, Harvest Ranch Flavored","Made with all natural potatoes and seasoning. 0 grams trans fat. Delicious, naturally. The tang of buttermilk and sour cream brings out the best in these flavorful chips. We start with farm-grown potatoes, sliced nice and thick. Kettle cook 'em in small batches until they're extra-crunchy and crisp. And let the pure simple goodness of all-natural ingredients shine. Lay's Kettle Cooked potato chips - a louder kind of crunch.
",8.5 oz,1,bag,,,MASKED,,,,
028400010702,Lay's Potato Chips Classic 1/2 Oz,"Crispy. Yummy.
",0.5 oz,1,bag,,,MASKED,,,,
028400011099,"Smartfood Popcorn, White Cheddar Cheese Flavored 12-Pack","SMARTFOOD brand's fresh-tasting, light-textured SMARTFOOD popcorn varieties always seem to keep the fun popping. In our book, being smart is always in great taste.
",7.50 oz,12,bag,,,MASKED,,,,
028400012614,"Lays Bistro Gourmet Potato Chips, Bistro Classic, Pre-Priced","Lay's Bistro Gourmet is an imaginative collection of gourmet-style potato chips inspired by the wonderful flavors and casual atmosphere of bistro cafes. We make Lay's Bistro Gourmet in our own way to make them look, taste and crunch a step above ordinary chips. First, our select, sliced potatoes are marinated before cooking for extra crunch and golden color. Then, while they are still warm, we season them in our own two-step process that really lets the gourmet flavors come through.
",9 oz,1,bag,,,MASKED,,,,
028400012683,LAYS BRISTROL APLWD BBQ,"Premium quality. Lay's Bistro Gourmet is an imaginative collection of gourmet-style potato chips inspired by the wonderful flavors and casual atmosphere of bistro cafes. We make Lay's Bistro Gourmet Potato Chips in our own way to make them look, taste and crunch a step above ordinary chips! First, our select, sliced potatoes are marinated before cooking for extra crunch and golden color. Then, while they are still warm, we season them in our own two-step process that really lets the gourmet flavors come through.
",9 oz,1,bag,,,MASKED,,,,
028400012690,"Lays Bistro Gourmet Potato Chips, Roasted Garlic & Herb, Pre-Priced","Lay's Bistro Gourmet is an imaginative collection of gourmet-style potato chips inspired by the wonderful flavors and casual atmosphere of bistro cafes. We make Lay's Bistro Gourmet in our own way to make them look, taste and crunch a step above ordinary chips! First, our select, sliced potatoes are marinated before cooking for extra crunch and golden color. Then, while they are still warm, we season them in our own two-step process that really lets the gourmet flavors come through.
",9 oz,1,bag,,,MASKED,,,,
028400012881,Lay's Stax Potato Crisps Jalapeno Pepper Jack Naturally & Artificially Flavored 5.5 Oz,"Wherever celebrations and good times happen, the LAY'S brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a chip or crisp flavor guaranteed to bring a smile on your face.",5.5 oz,1,can,,,MASKED,,,,
028400012881,Lay's Stax Potato Crisps Jalapeno Pepper Jack Naturally & Artificially Flavored 5.5 Oz,"Wherever celebrations and good times happen, the LAY'S brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a chip or crisp flavor guaranteed to bring a smile on your face.",5.5 oz,1,can,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's STAX Chips","4,87",https://i5.walmartimages.com/seo/Lay-s-Stax-Jalapeno-Pepper-Jack-Flavored-Potato-Crisps-5-5-Oz_c9ff96f4-c5a8-4334-b08f-437e19c3a587.d3304339f24de06f165cffddc424ca4e.jpeg,22217935
028400013017,Skylanders Spyro's Adventure Mix Special Edition   20 Ct,"Skylanders Spyro's Adventure Special Edition Adventure Mix.
20 Singles.
160 Calories or less per bag.
4 Lay's Sour Cream & Onion Flavored Potato Chips, 4 Cheetos Cheese Flavored Snacks-Crunchy, 3 Cheetos Salsa Con Queso Crunchy Snacks, 3 Doritos Sweet Spicy Chili Flavored Tortilla Chips, 3 Doritos Nacho Cheese Flavored Tortilla Chips, 3 Doritos Cool Ranch Flavored Tortilla Chips (All 1 Ounce Each).
20 Individual Bags: 1 oz Each.
Visit our website @fritolay.com.
Guaranteed Fresh.
Until printed date or this snack's on us. Questions or comments 
1-800-352-4477 weekdays 9:00AM to 4:30PM central time.
Please provide product name, bag size, date, price and numbers found below price for each package.
2012 Activision Publishing, Inc. Skylanders Spyro's Adventure and Skylanders are trademarks and Spyro is a registered trademark of Activison Publishing Inc.
2012 Frito-Lay.
",1 oz,20,bag,,,MASKED,,,,
